"","Street","City","State.Code","Zip.Code"
"260","43-20 ASTORIA BLVD","ASTORIA","NY",11103
"261","RT 12 MAIN ST","COPENHAGEN","NY",13626
"262","510 W 218TH ST","NEW YORK","NY",10034
"263","7143 ROUTE 9","PLATTSBURGH","NY",12901
"264","148 N GENESEE ST","UTICA","NY",13502
"265","3856 SOUTHWESTERN BLVD","ORCHARD PARK","NY",14127
"266","3596 BROADWAY","NEW YORK","NY",10031
"267","724 HUNTS PT AVE","BRONX","NY",10474
"268","255 MAIN ST","NEW PALTZ","NY",12561
"269","5817A 4TH AVE","BROOKLYN","NY",11220
"270","68-18 MAIN ST","FLUSHING","NY",11367
"271","1593 YORK AVE","NEW YORK","NY",10028
"272","2347 GRAND CONCOURSE","BRONX","NY",10468
"273","5004 3RD AVE","BROOKLYN","NY",11220
"274","5626 ST HWY 7 STE 4 #","ONEONTA","NY",13820
"275","37-11 MAIN STREET","FLUSHING","NY",11354
"276","2873 DEWEY AVE","GREECE","NY",14616
"277","941 CRANE ST","SCHENECTADY","NY",12303
"278","12 LIDO BLVD","POINT LOOKOUT","NY",11569
"279","871 NEWBRIDGE RD","BELLMORE","NY",11710
"280","98 MONTGOMERY ST","BROOKLYN","NY",11225
"281","3803 BREWERTON RD AIRPORT PLAZA","NORTH SYRACUSE","NY",13212
"282","1390 DELAWARE AVE","BUFFALO","NY",14209
"283","476 MCDONALD AVE","BROOKLYN","NY",11218
"284","62-49 WOODHAVEN BLVD","REGO PARK","NY",11374
"285","34-61 JUNCTION BLVD #","CORONA","NY",11368
"286","790 SUNRISE HWY #","BELLPORT","NY",11713
"287","51 N MAIN ST","ALFRED","NY",14802
"288","261 AIRPORT PLAZA # AIRPORT P","FARMINGDALE","NY",11735
"289","606 BROADWAY SUITE 7","NEWBURGH","NY",12550
"290","1 PENN PLAZA# SUITE 0034","NEW YORK","NY",10119
"291","308 NEPTUNE AVE","BROOKLYN","NY",11235
"292","338 W WASHINGTON ST","BATH","NY",14810
"293","239 LEE AVE  #","BROOKLYN","NY",11206
"294","2990 E MAIN ST #","CORTLANDT MANOR","NY",10567
"295","710 N SALINA ST","SYRACUSE","NY",13208
"296","1459 - 1463 STORY AVE","BRONX","NY",10473
"297","857 PROSPECT AVE","BRONX","NY",10459
"298","876 UTICA AVE","BROOKLYN","NY",11203
"299","650 PULASKI HWY","PINE ISLAND","NY",10969
"300","1147 CASTLETON AVE","STATEN ISLAND","NY",10310
"301","1229 FRANKLIN AVE","BRONX","NY",10456
"302","248 E 119TH ST","NEW YORK","NY",10035
"303","145-32 LAKEWOOD AVE","JAMAICA","NY",11435
"304","327 GRAND CENTRAL TERM","NEW YORK","NY",10017
"305","10218 DUANESBURG ROAD","QUAKER STREET","NY",12141
"306","2887 RTE 17K","BULLVILLE","NY",10915
"307","518 A WILLOUGHBY AVE","BROOKLYN","NY",11206
"308","146-02 34TH AVE","FLUSHING","NY",11354
"309","2658 ST RT 26","MAINE","NY",13802
"310","239 SAND LN","STATEN ISLAND","NY",10305
"311","213 RT 106","JERICHO","NY",11753
"312","322 EAST 34TH STREET #","NEW YORK","NY",10016
"313","2621 MAIN ST #","GORHAM","NY",14461
"314","490 ELMONT RD","ELMONT","NY",11003
"315","857 2ND AVE","NEW YORK","NY",10017
"316","2264 RT 20 #","CARLISLE","NY",12031
"317","394 UTICA AVE","BROOKLYN","NY",11213
"318","6215 #4 ROAD","LOWVILLE","NY",13367
"319","675 ALBERTA DR","AMHERST","NY",14226
"320","448 HUDSON ST","NEW YORK","NY",10014
"321","6259 RT 9 #","CHESTERTOWN","NY",12817
"322","13107 BROADWAY","ALDEN","NY",14004
"323","88 STATE ST #","HEUVELTON","NY",13654
"324","598 RICHMOND RD","STATEN ISLAND","NY",10304
"325","7916 BREWERTON RD","CICERO","NY",13039
"326","120 HUGU GRANT CIRCLE","BRONX","NY",10472
"327","420 CHURCH AVE","BROOKLYN","NY",11218
"328","PO BOX 158 6081 ST RT 11","CHATEAUGAY","NY",12920
"329","6903 NEW UTRECHT AVE","BROOKLYN","NY",11228
"330","449 PORTION RD","LAKE RONKONKOMA","NY",11779
"331","43 5TH AVE","PELHAM","NY",10803
"332","6955 WARD RD#","NORTH TONAWANDA","NY",14120
"333","NYS THRUWAY MILE POST 322","PHELPS","NY",14532
"334","3522 CLARENDON RD","BROOKLYN","NY",11203
"335","1 PENN PLAZA# SUITE 0034","NEW YORK","NY",10119
"336","1255 BROADWAY","BROOKLYN","NY",11221
"337","51 E BROADWAY","NEW YORK","NY",10002
"338","91-06 VAN WYCK EXPWY","RICHMOND HILL","NY",11418
"339","352 BROADWAY","NEWBURGH","NY",12550
"340","1477-1489 WEST AVE","BRONX","NY",10462
"341","170-26 HILLSIDE AVE","JAMAICA","NY",11432
"342","407 DITMAS AVE","BROOKLYN","NY",11218
"343","96 KINGSTON AVE","BROOKLYN","NY",11213
"344","5665 BROADWAY #","BRONX","NY",10463
"345","499 W KLEIN RD #","WILLIAMSVILLE","NY",14221
"346","4551 BAYVIEW RD","HAMBURG","NY",14075
"347","4204 14TH AVE #","BROOKLYN","NY",11219
"348","3649 ERIE BLVD E STE 215B #","SYRACUSE","NY",13214
"349","2527 FREDERICK DOUGLAS BLVD","NEW YORK","NY",10030
"350","135 E 28TH STREET","NEW YORK","NY",10016
"351","COR RT 28 & HARRIS AVE","NEWPORT","NY",13416
"352","324 UTICA AVE","BROOKLYN","NY",11213
"353","789 E 163RD ST","BRONX","NY",10456
"354","584 RT 303","BLAUVELT","NY",10913
"355","197 OLD COUNTRY RD #","HICKSVILLE","NY",11801
"356","667 ELMONT RD","ELMONT","NY",11003
"357","7726 CHESTNUT RIDGE","LOCKPORT","NY",14094
"358","2424 HYLAND BLVD","STATEN ISLAND","NY",10306
"359","4141 LACONIA AVE","BRONX","NY",10466
"360","102 W MAIN ST","CHATEAUGAY","NY",12920
"361","79-16 ROOSEVELT AVE","JACKSON HEIGHTS","NY",11372
"362","145 W KINGSBRIDGE RD","BRONX","NY",10468
"363","67 E 18TH STREET","BROOKLYN","NY",11226
"364","663 ALLERTON AVE","BRONX","NY",10467
"365","2025 ATLANTIC AVENUE","BROOKLYN","NY",11233
"366","291 TROY AVE","BROOKLYN","NY",11213
"367","5822 8TH AVE #","BROOKLYN","NY",11220
"368","14 SKYWAY PLAZA","PLATTSBURGH","NY",12901
"369","181 MIDDLE NECK RD #","GREAT NECK","NY",11021
"370","21 CONVENT AVE","NEW YORK","NY",10027
"371","6201 18TH AVE","BROOKLYN","NY",11204
"372","425 BAY ST","STATEN ISLAND","NY",10304
"373","318 WAYNE STREET","OLEAN","NY",14760
"374","7922 3RD AVE","BROOKLYN","NY",11209
"375","165 W 46TH ST 4TH FLOOR LOBBY","NEW YORK","NY",10036
"376","537 STATE ST","ROCHESTER","NY",14608
"377","1624 WILLIAM ST UNIT 1","BUFFALO","NY",14206
"378","1 SOUTH AVE/POST HALL","GARDEN CITY","NY",11530
"379","1043 MANHATTAN AVE","BROOKLYN","NY",11222
"380","123-02 LIBERTY AVE","SOUTH RICHMOND HIL","NY",11419
"381","222 MANHATTAN AVE","BROOKLYN","NY",11206
"382","149 ELM STREET","YONKERS","NY",10701
"383","60-41 FRESH POND RD","MASPETH","NY",11378
"384","22 N MAIN ST","SPRING VALLEY","NY",10977
"385","136-09 FARMERS BLVD","JAMAICA","NY",11434
"386","1871 ROCKAWAY PKWY","BROOKLYN","NY",11236
"387","1305 ALLERTON AVE","BRONX","NY",10469
"388","1464-1466 WESTCHESTER AVENUE","BRONX","NY",10472
"389","98 BOLIVAR RD","WELLSVILLE","NY",14895
"390","376 NEIGHBORHOOD RD","MASTIC BEACH","NY",11951
"391","756 UTICA AVE","BROOKLYN","NY",11203
"392","732 COURTLANDT AVE","BRONX","NY",10451
"393","708 BUTTERNUT ST","SYRACUSE","NY",13208
"394","658 UPPER GLEN ST","QUEENSBURY","NY",12804
"395","7024 13TH AVE","BROOKLYN","NY",11228
"396","1462 ROUTE 9D","WAPPINGERS FALLS","NY",12590
"397","4273 KATONAH AVE`","BRONX","NY",10470
"398","32 ALLEN ST","BUFFALO","NY",14202
"399","1517 LEXINGTON AVE","NEW YORK","NY",10029
"400","431 LEROY AVE","BUFFALO","NY",14215
"401","357 NOSTRAND AVE","BROOKLYN","NY",11216
"402","4215 FORT HAMILTON PKWY","BROOKLYN","NY",11219
"403","199 LYELL AVE","ROCHESTER","NY",14608
"404","503 HALSTEAD AVE","MAMARONECK","NY",10543
"405","3550 BROADWAY","NEW YORK","NY",10031
"406","1482 BROADWAY","BUFFALO","NY",14212
"407","2890 JEROME AVENUE","BRONX","NY",10468
"408","1076 RICHMOND RD","STATEN ISLAND","NY",10304
"409","260-04 HILLSIDE AVE","FLORAL PARK","NY",11004
"410","1555 JERUSALEM AVE","MERRICK","NY",11566
"411","75 DUTCH HILL RD #","ORANGEBURG","NY",10962
"412","1424 SHEEPSHED BAY ROAD","BROOKLYN","NY",11235
"413","464 NORTH PERRY STREET","JOHNSTOWN","NY",12095
"414","632 VANDERBILT AVE","BROOKLYN","NY",11238
"415","1697 E NEW YORK AVE","BROOKLYN","NY",11212
"416","731 CHURCH AVE","BROOKLYN","NY",11218
"417","50 INIP DR","INWOOD","NY",11096
"418","881 GERARD AVENUE","BRONX","NY",10452
"419","21 CENTRAL AVE","ALBANY","NY",12210
"420","131 E 183RD STREET","BRONX","NY",10453
"421","317 SPRINGTOWN RD","NEW PALTZ","NY",12561
"422","17 LUDLOW ST","NEW YORK","NY",10002
"423","370 LEXINGTON AVE #","NEW YORK","NY",10017
"424","1380 NORTON ST","ROCHESTER","NY",14621
"425","100 WEST 125TH STREET","NEW YORK","NY",10027
"426","86-04 JAMAICA AVE","WOODHAVEN","NY",11421
"427","1304 AVENUE M","BROOKLYN","NY",11230
"428","969 MORRIS PARK AVENUE","BRONX","NY",10462
"429","675 CONEY ISLAND AVE","BROOKLYN","NY",11218
"430","691 WOODFIELD RD","WEST HEMPSTEAD","NY",11552
"431","452 SENECA AVE, 1ST FL","RIDGEWOOD","NY",11385
"432","PO BOX 158 6081 ST RT 11","CHATEAUGAY","NY",12920
"433","37-01 31ST AVE","LONG ISLAND CITY","NY",11103
"434","111-03 ROCKAWAY BLVD","SOUTH OZONE PARK","NY",11420
"435","61-05 WOODSIDE AVE","WOODSIDE","NY",11377
"436","1582 3RD AVE","NEW YORK","NY",10128
"437","87 EAST 116TH STREET","NEW YORK","NY",10029
"438","3340-44 FORT INDEPENDENCE STREET","BRONX","NY",10463
"439","2952 FULTON STREET","BROOKLYN","NY",11207
"440","121 COMMERCIAL ST #","THERESA","NY",13691
"441","6798 RT 9","HUDSON","NY",12534
"442","130 LENOX AVE#","NEW YORK","NY",10026
"443","468 CENTRAL AVE","BROOKLYN","NY",11221
"444","140 AUDUBON AVE","NEW YORK","NY",10032
"445","1316 AMSTERDAM AVE","NEW YORK","NY",10027
"446","2264 WANTAGH AVE","WANTAGH","NY",11793
"447","121 COMMERCIAL ST #","THERESA","NY",13691
"448","94 DEMAREST MILL RD","NANUET","NY",10954
"449","84 BROADWAY","FREEPORT","NY",11520
"450","92 WICKS RD","BRENTWOOD","NY",11717
"451","261 FRANKLIN ST","WATERTOWN","NY",13601
"452","24 E 167TH ST","BRONX","NY",10452
"453","2 FRANKLIN AVE","LYNBROOK","NY",11563
"454","2115 PITKIN AVE","BROOKLYN","NY",11207
"455","551 EAST 12TH STREET","NEW YORK","NY",10009
"456","1342 EDDY RD","MACEDON","NY",14502
"457","1266 GRAND CONCOURSE","BRONX","NY",10456
"458","1308 E MAIN ST #","ENDICOTT","NY",13760
"459","132C COLIN DR","SHIRLEY","NY",11967
"460","5317 2ND AVE","BROOKLYN","NY",11220
"461","597 FLATBUSH AVE","BROOKLYN","NY",11225
"462","117 W 116TH ST","NEW YORK","NY",10026
"463","632 VANDERBILT AVE","BROOKLYN","NY",11238
"464","51 E BROADWAY","NEW YORK","NY",10002
"465","724 E 161ST ST","BRONX","NY",10456
"466","223 LAUREL RD","EAST NORTHPORT","NY",11731
"467","971 NASSAU RD","UNIONDALE","NY",11553
"468","9-11 MAPLE AVE","WARWICK","NY",10990
"469","256 RT 28 #","INLET","NY",13360
"470","110 LAFAYETTE ST #","NEW YORK","NY",10013
"471","3596 BROADWAY","NEW YORK","NY",10031
"472","1538 DR MARTIN LUTHER KING BLVD #","BRONX","NY",10452
"473","246 WEST 23RD ST #","NEW YORK","NY",10011
"474","357 NOSTRAND AVE","BROOKLYN","NY",11216
"475","1585 MONTAUK HWY","MASTIC","NY",11950
"476","1737 DR MARTIN L KING JR BLVD#","BRONX","NY",10453
"477","2075 GRAND CONCOURSE","BRONX","NY",10453
