"","Inspection.Date","Trade.Name","id"
"1",2018-03-20,"KINGS NEWBRIDGE C-STORE",279
"2",2018-03-20,"HARLEM GOURMET DELI",349
"3",2018-03-20,"GARDEN FRESH GOURMET",428
"4",2018-03-20,"CUSE MARKET",852
"5",2018-03-20,"MANNAN SUPERMARKET",921
"6",2018-03-20,"MANNAN SUPERMARKET",930
"7",2018-03-20,"FINE FARE SUPERMARKET",1323
"8",2018-03-20,"IDEAL FOOD BASKET",1578
"9",2018-03-20,"SARH DELI GROCERY",1593
"10",2018-03-20,"C-TOWN SUPERMARKET",1732
"11",2018-03-20,"IBB MINI MART",2518
"12",2018-03-20,"LASHWAYS MEAT MARKET",2726
"13",2018-03-20,"MAPLEFIELDS",3301
"14",2018-03-20,"OZONE PRK SPRMKT&HALAL",3532
"15",2018-03-20,"MILLERS DELI",3591
"16",2018-03-20,"ROCKS GROCERY",3772
"17",2018-03-20,"XTRA MART 1730",3840
"18",2018-03-20,"CIRCLE W MARKET",3908
"19",2018-03-20,"THE MADELINE CHOCOLATE",4634
"20",2018-03-20,"SPEEDWAY #07663",4921
"21",2018-03-20,"WESTERN BEEF 20",5017
"22",2018-03-20,"BUTCHER BOY PRIME MEATS",5789
"23",2018-03-20,"FAMILY DOLLAR 3512",6152
"24",2018-03-20,"2013 ABIGAIL DELI GROCE",6257
"25",2018-03-20,"FINE FARE SUPERMARKET",6687
"26",2018-03-20,"KEY FOOD SUPERMARKET",6910
"27",2018-03-20,"7 ELEVEN STORE #35204A",7110
"28",2018-03-20,"FAMILY DOLLAR 1794",7414
"29",2018-03-20,"FAMILY DOLLAR #6853",7552
"30",2018-03-20,"DOLLAR TREE #1927",7952
"31",2018-03-20,"DELFORNOS MARKET PLACE",8007
"32",2018-03-20,"SAVE A LOT",8156
"33",2018-03-20,"M&M COUNTRY STORE",8186
"34",2018-03-20,"UNITED SUPERMARKET",8557
"35",2018-03-20,"RITE AID #02686",9047
"36",2018-03-20,"FAST STOP 1",9553
"37",2018-03-20,"DUDDYS CORER",9561
"38",2018-03-20,"GAMAL MINI MART",9695
"39",2018-03-20,"CORDERO GROCERY & DELI",9749
"40",2018-03-20,"B LANDI DELI GROCERY",9801
"41",2018-03-20,"CHOLULA II DELI & GROC",9888
"42",2018-03-20,"STAR FRUIT FARM",9889
"43",2018-03-20,"BROOKLYN KITCHEN THE",10017
"44",2018-03-20,"GARDEN OF EDEN",10135
"45",2018-03-20,"SK CENTURY 168",10339
"46",2018-03-20,"GOLD STAR BAKERY",10769
"47",2018-03-20,"HUI HUANG FOOD",10922
"48",2018-03-20,"LOUIES",11350
"49",2018-03-20,"RITE AID #10734",11378
"50",2018-03-20,"RITE AID #00755",11399
"51",2018-03-20,"DELL'S MARKET & DELI",11546
"52",2018-03-20,"SAMS MINI MART",11750
"53",2018-03-20,"PAPA FIRO GROCERY",11767
"54",2018-03-20,"ZIPS FOOD & BEVERAGE ST",11854
"55",2018-03-20,"OIL DEPOT",12153
"56",2018-03-20,"CONVENTION DISTRICT CAF",12211
"57",2018-03-20,"RITE AID #10629",12472
"58",2018-03-20,"7 ELEVEN STORE #37082H",12483
"59",2018-03-20,"MIDTOWN MINI MART",12798
"60",2018-03-20,"20 EAST STAR DELI GROCE",13037
"61",2018-03-20,"NATUREGIRL INDUSTRIES",13210
"62",2018-03-20,"FENG SHUN",13851
"63",2018-03-20,"ESSEX OLIVE&SPICE HOUSE",13948
"64",2018-03-20,"NEW HENG YUN CHICKEN MA",13969
"65",2018-03-20,"MID ATLANTIC",14090
"66",2018-03-20,"THE HEIGHTS MARKET",14234
"67",2018-03-20,"ROCCO GUALTIERIS ITALIA",14510
"68",2018-03-20,"DAVIDS TEA #212",15240
"69",2018-03-20,"GARCIAS SUPERMARKET",15465
"70",2018-03-20,"KOHNS FRESH FISH",15959
"71",2018-03-20,"XTRA MART 1630",15966
"72",2018-03-20,"STEWARTS SHOP 366",15999
"73",2018-03-20,"SAHRS POULTRY",16730
"74",2018-03-20,"KOOL FOOD MART",17211
"75",2018-03-20,"EXPRESS MART 349",17231
"76",2018-03-20,"MOBIL GAS",17653
"77",2018-03-20,"7-ELEVEN FD STR 16369G",17730
"78",2018-03-20,"EDEN KOSHER",18159
"79",2018-03-20,"WALGREENS 05135",18304
"80",2018-03-20,"OUTPOST THE",18332
"81",2018-03-20,"LA MARQUETA MEAT & PRDC",18386
"82",2018-03-20,"BEDFORD SHELL",18505
"83",2018-03-20,"CUSE MARKET",19180
"84",2018-03-20,"CIRCLE W MARKET",19216
"85",2018-03-20,"CUBA GIANT FOOD MART",19727
"86",2018-03-20,"VINEGAR FACTORY",19781
"87",2018-03-20,"C-TOWN SUPERMARKET",20311
"88",2018-03-20,"FISHPOND",20359
"89",2018-03-20,"6109 L & Y MARKET",20870
"90",2018-03-20,"C-TOWN SUPERMARKET",20928
"91",2018-03-20,"S PRESTANO BAKERY",21032
"92",2018-03-20,"JEFF&CANDI WALTON ST MK",21054
"93",2018-03-20,"84TH EXPRESS DELI & GRO",21139
"94",2018-03-20,"CROTON MART",21195
"95",2018-03-20,"VILLAGE PRIME MEAT SHOP",21617
"96",2018-03-20,"QMART",21724
"97",2018-03-20,"SINGH PETROLEUM TWO LLC",21740
"98",2018-03-20,"FINE FARE SUPERMARKET",21824
"99",2018-03-20,"CROTON MART",22490
"100",2018-03-20,"MANNAN SUPERMARKET",22922
"101",2018-03-20,"SINGH PETROLEUM TWO LLC",23549
"102",2018-03-20,"SEA LAND SEAFOOD & MEAT",23993
"103",2018-03-20,"CARMINES",24274
"104",2018-03-20,"HURD ORCHARDS",24848
"105",2018-03-20,"FAMILY DOLLAR # 5126",25015
"106",2018-03-20,"101 AVE DELI GROCERY 06",25158
"107",2018-03-20,"WEIS MARKETS #214",25373
"108",2018-03-20,"C TOWN",25606
"109",2018-03-20,"TOPPS MINI MART",25942
"110",2018-03-20,"SARH DELI GROCERY",26125
"111",2018-03-20,"RITE AID #00602",26156
"112",2018-03-20,"FISH NET OF FARMINGDALE",26284
"113",2018-03-20,"VINEGAR FACTORY",26454
"114",2018-03-20,"ALMANZAR GROCERY&FOOD",26826
"115",2018-03-20,"MOTHERS SUPER MARKET",27190
"116",2018-03-20,"FINE FARE SUPERMARKET",27349
"117",2018-03-20,"CUBA GIANT FOOD MART",27405
"118",2018-03-20,"C TOWN",27462
"119",2018-03-20,"CARMINES",27718
"120",2018-03-20,"FINE FARE SUPERMARKET",27732
"121",2018-03-21,"KEY FOOD SUPERMARKET",405
"122",2018-03-21,"KEY FOOD SUPERMARKET",848
"123",2018-03-21,"STOP&SHOP 0548",1303
"124",2018-03-21,"EUROPEAN TASTE",1387
"125",2018-03-21,"WHOLE FOODS MARKET",1465
"126",2018-03-21,"MARLBORO DELI & GRILL",1546
"127",2018-03-21,"ASSOCIATED SUPERMARKET",1814
"128",2018-03-21,"KEY FOOD SUPERMARKET",1932
"129",2018-03-21,"IGLESIAS GROCERY",2059
"130",2018-03-21,"STEWARTS SHOP 376",2084
"131",2018-03-21,"NEW LONDON PETROLUEM",2685
"132",2018-03-21,"IGLESIAS GROCERY",2791
"133",2018-03-21,"CLOSEOUT HEAVEN",3104
"134",2018-03-21,"RITE AID 3518",3423
"135",2018-03-21,"G&S PORK STORE",3643
"136",2018-03-21,"GREEN ACRES OF NEW YORK",3679
"137",2018-03-21,"EXPRESS MART",3993
"138",2018-03-21,"SAVE A LOT #5922",4055
"139",2018-03-21,"QUICKLEES 009 (RTE 342",4099
"140",2018-03-21,"RAHMAN DELI AND GROCERY",5119
"141",2018-03-21,"Q 10 MINI MART",5378
"142",2018-03-21,"RITE AID 10680",5437
"143",2018-03-21,"CUMBERLAND FARMS 1584",5485
"144",2018-03-21,"AL-AGSA HALAL MEAT SPMK",5959
"145",2018-03-21,"CARIBBEAN VARIETY STORE",6231
"146",2018-03-21,"3161 NORWOOD DELI",6471
"147",2018-03-21,"ALPHA DELI&GROCERY",6523
"148",2018-03-21,"SALS PLACE DELI & GROCE",6859
"149",2018-03-21,"RED APPLE DELI",7363
"150",2018-03-21,"STEWARTS SHOP 317",8125
"151",2018-03-21,"NORTHLAND GROCERY",8275
"152",2018-03-21,"BUFFALO MEATS & DELI",8308
"153",2018-03-21,"KAREN'S EXPRESS SHOP",8336
"154",2018-03-21,"FAMILY DOLLAR 3392",8337
"155",2018-03-21,"LODGICAL",8389
"156",2018-03-21,"MAIN FOOD MART",8554
"157",2018-03-21,"FAMILY DOLLAR 7323",8980
"158",2018-03-21,"DOLLAR TREE 1303",9022
"159",2018-03-21,"DOWNTOWN FOOD MART",9244
"160",2018-03-21,"ARCANGEL DELI GROCERY",9319
"161",2018-03-21,"CHAVO DELI-GROCERY",9842
"162",2018-03-21,"EMBE FOOD",9909
"163",2018-03-21,"SMA GOURMET DELI",10197
"164",2018-03-21,"OJ FRUIT",10361
"165",2018-03-21,"BIG APPLE FRUIT&VGTBL",10450
"166",2018-03-21,"EMERSON MARKET",11337
"167",2018-03-21,"AYKSWN MINI MART",11600
"168",2018-03-21,"RAWA DELI",11678
"169",2018-03-21,"POM GROUP II",11867
"170",2018-03-21,"MY WAY STATION",12030
"171",2018-03-21,"7 ELEVEN",12895
"172",2018-03-21,"SPEEDWAY #07897",12990
"173",2018-03-21,"TARGET STORE T-3236",13393
"174",2018-03-21,"HIGH END DELI",13461
"175",2018-03-21,"GOLDEN DELI",13465
"176",2018-03-21,"GOURMET GARAGE",14229
"177",2018-03-21,"ABC MART",14661
"178",2018-03-21,"HANNAFORD 8344",14734
"179",2018-03-21,"DATANG SUPERMARKET",14795
"180",2018-03-21,"RITE AID 10774",14797
"181",2018-03-21,"WALLYS GIFFORD MARKET",14818
"182",2018-03-21,"AKI EXPRESS USA",14905
"183",2018-03-21,"NASSARS FOOD CENTER",14947
"184",2018-03-21,"FINS&TAILS SEAFOOD",14965
"185",2018-03-21,"BLISS SHURFINE FOODMART",15048
"186",2018-03-21,"DOLLAR GENERAL #11107",15067
"187",2018-03-21,"ANGRY ORCHARD CIDER COM",15098
"188",2018-03-21,"UTICA MINI MARKET&DELI",15125
"189",2018-03-21,"NKJ CONVENIENCE",15483
"190",2018-03-21,"STEWARTS SHOP 363",15514
"191",2018-03-21,"BENEDICTION BAKERY",15945
"192",2018-03-21,"SIMPLY ORGANIC 1 DELI &",15963
"193",2018-03-21,"KINGS MIDDLE CTRY SPR",16280
"194",2018-03-21,"THE BARN",16442
"195",2018-03-21,"BIG LOTS 1744",16853
"196",2018-03-21,"OLLIES BARGAIN OUTLET",16994
"197",2018-03-21,"HAPPY HAPPY FARM",17106
"198",2018-03-21,"7-ELEVEN FD STR 11157D",17292
"199",2018-03-21,"RITE AID 10626",17603
"200",2018-03-21,"COMMUNITY SHOP",17809
"201",2018-03-21,"XTRA MART 1462",17865
"202",2018-03-21,"7-ELEVEN FD STR 11198E",17996
"203",2018-03-21,"PRICERITE #228",18237
"204",2018-03-21,"FARROWS AUTO SERVICE",18574
"205",2018-03-21,"HOMETOWN MINI MART",18910
"206",2018-03-21,"SUPER DELI SAN DIEGO",19028
"207",2018-03-21,"1614 BROTHER GROCERY",19174
"208",2018-03-21,"STILLWELL CONVENIENCE",19709
"209",2018-03-21,"HANS ORIENTAL GROCERIES",19765
"210",2018-03-21,"TARGET 1148",20355
"211",2018-03-21,"STUDENT ASSOCIATION AT",21089
"212",2018-03-21,"TY BUBBLE TEA DELI",21156
"213",2018-03-21,"THOMAS VENTURES",21331
"214",2018-03-21,"BNG CORPORATE",21708
"215",2018-03-21,"WHOLE FOODS MARKET",21735
"216",2018-03-21,"MARLBORO DELI & GRILL",21792
"217",2018-03-21,"SHIVS GROCERY",22512
"218",2018-03-21,"GENOVA MEATS",22630
"219",2018-03-21,"TY BUBBLE TEA DELI",22658
"220",2018-03-21,"BAYS MOBIL",22827
"221",2018-03-21,"SD MART",22882
"222",2018-03-21,"SUPER FI EMPORIUM",22925
"223",2018-03-21,"FAMILY DOLLAR #7351",23381
"224",2018-03-21,"BAGAN SUSHI",23764
"225",2018-03-21,"KEY FOOD SUPERMARKET",23857
"226",2018-03-21,"MYRNAS DELI",24660
"227",2018-03-21,"SD MART",24895
"228",2018-03-21,"BAYRIDGE DELI & GROCERY",25180
"229",2018-03-21,"NEW LONDON PETROLUEM",25473
"230",2018-03-21,"BAYRIDGE DELI & GROCERY",25627
"231",2018-03-21,"NEW LONDON PETROLUEM",26349
"232",2018-03-21,"LA RAZA GROCERY & DELI",26629
"233",2018-03-21,"FN COUNTRY STORE",26678
"234",2018-03-21,"SD MART",26846
"235",2018-03-21,"FOOD EMPORIUM # 1956",27189
"236",2018-03-21,"SHIVS GROCERY",28238
"237",2018-03-22,"APNA BAZAR CASH & CARRY",83
"238",2018-03-22,"384 LIBERTY",539
"239",2018-03-22,"FOOD UNIVERSE MARKET PL",585
"240",2018-03-22,"BELLA DELI MARKET",1213
"241",2018-03-22,"FOOD UNIVERSE MARKET PL",1738
"242",2018-03-22,"CHERRY VALLEY GOURMET D",1815
"243",2018-03-22,"BELLA DELI MARKET",2185
"244",2018-03-22,"WENDELS POULTRY FARM",2507
"245",2018-03-22,"MAHARAJA",2623
"246",2018-03-22,"FISHERMANS COVE",2828
"247",2018-03-22,"K MART 9414",3116
"248",2018-03-22,"CLOVEBRANCH SUNOCO",3295
"249",2018-03-22,"QUICKWAY FOOD STORE #70",3796
"250",2018-03-22,"CROSBYS 40027",3800
"251",2018-03-22,"SULLIVANS STORE",3853
"252",2018-03-22,"BLACK BUGGY BULK FOODS",3996
"253",2018-03-22,"AAA DELI GROCERY&GRILL",4061
"254",2018-03-22,"LA NUEVA PIZARRELLO GRO",4993
"255",2018-03-22,"MOBIL MART",5246
"256",2018-03-22,"124-176 MORRIS GROCERY",5831
"257",2018-03-22,"2016 WEST FARMS CONVENI",5952
"258",2018-03-22,"JEN DELI GROCERY",5994
"259",2018-03-22,"ALHAMEDI DELI GROCERY",6046
"260",2018-03-22,"BORGATTIS",6117
"261",2018-03-22,"BOSTON ROAD DELI GRCY",6119
"262",2018-03-22,"EEJ DELI&GROCERY",6296
"263",2018-03-22,"WALMART #1997",6541
"264",2018-03-22,"STEWARTS SHOP 406",6602
"265",2018-03-22,"BLUE STORE DELI",6625
"266",2018-03-22,"HANNAFORD 8362",6654
"267",2018-03-22,"TOPS 504",6707
"268",2018-03-22,"SUNOCO #7471",6783
"269",2018-03-22,"CHANNELS DELI GROCERY",6943
"270",2018-03-22,"GEROULDS",7564
"271",2018-03-22,"QUICKWAY 20",7570
"272",2018-03-22,"COUNTRY STORE THE",7744
"273",2018-03-22,"BUFFALO FIT MEALS",7756
"274",2018-03-22,"RITE AID #10728",7801
"275",2018-03-22,"BJS WHOLESALE CLUB 142",7820
"276",2018-03-22,"MAIN TRANSIT MART",8377
"277",2018-03-22,"WALGREENS #12473",8804
"278",2018-03-22,"77 GOURMET DELI",8833
"279",2018-03-22,"WALGREENS 09717",8919
"280",2018-03-22,"D&D GROCERY",9455
"281",2018-03-22,"THE MARKET PLACE",9479
"282",2018-03-22,"367 DELI AND GROCERY",9618
"283",2018-03-22,"SMILEY MINI MARKET",10892
"284",2018-03-22,"RITE AID PHARMACY 04954",11301
"285",2018-03-22,"MUAMER",11551
"286",2018-03-22,"BEST MART",11598
"287",2018-03-22,"STOP 4 DELI AND GROCERY",11868
"288",2018-03-22,"FAMILY DOLLAR #8538",11991
"289",2018-03-22,"S&B MINI MARKET",12286
"290",2018-03-22,"BOARDWALK CONVENIENCE",12852
"291",2018-03-22,"QUE RICO BAKERY",13586
"292",2018-03-22,"9TH AVENUE ROYAL DELI",13602
"293",2018-03-22,"AL VORA",13689
"294",2018-03-22,"ZEYTUNA",13874
"295",2018-03-22,"EZ FOOD MART",14636
"296",2018-03-22,"TOPS MARKET 432",14855
"297",2018-03-22,"SHLOK",15832
"298",2018-03-22,"SAVE-A-LOT",15995
"299",2018-03-22,"BAGELS BREAD & BUTTER",16340
"300",2018-03-22,"FOREST SUPERETTE",16348
"301",2018-03-22,"C-TOWN SUPERMARKET",16602
"302",2018-03-22,"7-ELEVEN FD STR 11232F",16689
"303",2018-03-22,"BUTTERCUPS DAIRY STORE",16744
"304",2018-03-22,"RITE AID #00164",17714
"305",2018-03-22,"KWIK MART",17827
"306",2018-03-22,"BIG CHEESE THE",17838
"307",2018-03-22,"RITE AID #01052",17919
"308",2018-03-22,"BJS WHOLESALE CLUB 76",18029
"309",2018-03-22,"LA CHOCOLATIERE",18101
"310",2018-03-22,"CUMBERLAND FARMS 1535",18235
"311",2018-03-22,"GENJI",18323
"312",2018-03-22,"CAMBRIDGE FOOD CO-OP",18508
"313",2018-03-22,"PANCHO GROCERY",18664
"314",2018-03-22,"DELAWARE DELICACIES SMO",19012
"315",2018-03-22,"VALLEY COTTAGE SHELL",19263
"316",2018-03-22,"MELO BAEZ FOOD",19289
"317",2018-03-22,"VOILA CHOCOLAT",19821
"318",2018-03-22,"NOCO EXPRESS #203",19944
"319",2018-03-22,"BELLA DELI MARKET",20443
"320",2018-03-22,"SABOR CRIOLLO GROCERY",20462
"321",2018-03-22,"BLACK IRON KITCHEN LLC",20717
"322",2018-03-22,"FOOD UNIVERSE MARKET PL",21453
"323",2018-03-22,"DEAN & DELUCA",21587
"324",2018-03-22,"VALLEY COTTAGE SHELL",21672
"325",2018-03-22,"TOM GOURMET",21945
"326",2018-03-22,"MAHARAJA",22297
"327",2018-03-22,"PERRYS PICKLES",22930
"328",2018-03-22,"TOM GOURMET",23277
"329",2018-03-22,"JLR DELI GROCERY",23464
"330",2018-03-22,"BELLA DELI MARKET",23714
"331",2018-03-22,"CAREYS GROCERY",23811
"332",2018-03-22,"REDS PALERMO MARKET",23925
"333",2018-03-22,"HOPEWELL MART",25206
"334",2018-03-22,"SUNOCO #7457",25336
"335",2018-03-22,"CHESTNUT MARTS - 75 DUT",25554
"336",2018-03-22,"LUCKY CONVENIENCE",25714
"337",2018-03-22,"QUICKWAY FOOD STORE #71",25994
"338",2018-03-22,"BELLA DELI MARKET",26089
"339",2018-03-22,"REDS PALERMO MARKET",26298
"340",2018-03-22,"384 LIBERTY",26514
"341",2018-03-22,"SABOR CRIOLLO GROCERY",26581
"342",2018-03-22,"MARIANDY DELI & GROCERY",26820
"343",2018-03-22,"MARIANDY DELI & GROCERY",26857
"344",2018-03-22,"KINGS 111 C STORE",27042
"345",2018-03-22,"J&Y DELI & MINI MARKET",28077
"346",2018-03-23,"JAK DELI",85
"347",2018-03-23,"7-ELEVEN FD STR 32338C",613
"348",2018-03-23,"AJ COMMUNITY STORE",677
"349",2018-03-23,"AJ COMMUNITY STORE",988
"350",2018-03-23,"ALHAJJAJI FOOD CORP",1405
"351",2018-03-23,"LA BODEGUITA DE ROSAURA",1446
"352",2018-03-23,"SUPER FRESH",2327
"353",2018-03-23,"NOVA GROCERY",2638
"354",2018-03-23,"SUNRISE MARKETPLACE",3773
"355",2018-03-23,"ASIA DELI & GROCERY",4250
"356",2018-03-23,"99C PLUS & DELI GROCERY",4289
"357",2018-03-23,"LE BON PATE BAKERY",4551
"358",2018-03-23,"ALCANTARA SALIN SOLIS",4723
"359",2018-03-23,"M M E PETRO",4879
"360",2018-03-23,"SUNOCO FOOD MART",4881
"361",2018-03-23,"CVS PHARMACY 02211",5138
"362",2018-03-23,"MR BILLS CHEESECAKES",5202
"363",2018-03-23,"1849 WESTCHESTER GROCER",5801
"364",2018-03-23,"161 SHADDAD",6308
"365",2018-03-23,"MARBLE HILL GARDEN OF E",6531
"366",2018-03-23,"YOSELIN GROCERY",6784
"367",2018-03-23,"LO TIGER GROCERY",6825
"368",2018-03-23,"S&S CHEESECAKE",7270
"369",2018-03-23,"QUIK STOP",7303
"370",2018-03-23,"MI FAVORITA FOOD",7317
"371",2018-03-23,"MEDINA HALAL MEAT&DESI",7356
"372",2018-03-23,"BNN GROCERY & CONVENIEN",7578
"373",2018-03-23,"BEST MART",7719
"374",2018-03-23,"SMILEY'S CONVENIENCE ST",8096
"375",2018-03-23,"EDGE VARIETY STORE THE",8124
"376",2018-03-23,"MAPLE GLEN SUGAR HOUSE",8425
"377",2018-03-23,"7-ELEVEN #35178",8428
"378",2018-03-23,"CARD SMART",8655
"379",2018-03-23,"B&K FISH MINI MARKET",8739
"380",2018-03-23,"NORIS VILLAGE MARKET",8830
"381",2018-03-23,"5 STAR EXPRESS DELI AND",8915
"382",2018-03-23,"NOCO EXPRESS SHOP 3",8984
"383",2018-03-23,"QUICKWAY FOOD STORE #72",9055
"384",2018-03-23,"2053 PITKIN MINIMARKET",9138
"385",2018-03-23,"ALLANS BAKERY",9585
"386",2018-03-23,"EVERGREEN GOURMET DELI",9979
"387",2018-03-23,"CORTELYOU BAZAAR",10139
"388",2018-03-23,"KING OF S & NJ",10203
"389",2018-03-23,"A&M GROCERY",10277
"390",2018-03-23,"SNA FINEST DELI GROCERY",10372
"391",2018-03-23,"NOSTRAND DELI&GROCERY",10393
"392",2018-03-23,"MY BUS STOP DELI AND GR",10895
"393",2018-03-23,"NATIONAL FOOD CENTER",11642
"394",2018-03-23,"7-ELEVEN STORE# 33261A",11979
"395",2018-03-23,"WESTERN BEEF 19",12050
"396",2018-03-23,"CHILI MINI MART",12663
"397",2018-03-23,"KOSHER THYME MARKETPLAC",12938
"398",2018-03-23,"186 GROCERY",13060
"399",2018-03-23,"LIBERATO FOOD MARKET",13911
"400",2018-03-23,"BIG 3 DELI",14569
"401",2018-03-23,"SUNOCO A PLUS",14571
"402",2018-03-23,"RISE & SHINE",14574
"403",2018-03-23,"KINNEY DRUGS 53",15299
"404",2018-03-23,"TASTEBUDS NATURAL FOOD",15441
"405",2018-03-23,"SAND LANE DELI",16279
"406",2018-03-23,"1172 GROCERY",16968
"407",2018-03-23,"LONG ISLAND 99 CENTS &",17118
"408",2018-03-23,"DOUGS LEMONADE",17206
"409",2018-03-23,"LONG IRELAND BREWING CO",17228
"410",2018-03-23,"BENTO SUSHI",17999
"411",2018-03-23,"FRESH SUSHI USA",18034
"412",2018-03-23,"7-ELEVEN FD STR 15966",18157
"413",2018-03-23,"2ND GENERATION HOMESTYL",18598
"414",2018-03-23,"GREAT AMERICAN",19113
"415",2018-03-23,"PLUM PLUMS CHEESE",19338
"416",2018-03-23,"NANITOS DELI",19639
"417",2018-03-23,"LOVELY BEBE",19807
"418",2018-03-23,"PIROS COFFEE SHOP",19870
"419",2018-03-23,"NOVA GROCERY",20556
"420",2018-03-23,"POZNAN DELI GROCERY",21107
"421",2018-03-23,"INTERSECTION DELI",21349
"422",2018-03-23,"PIT STOP #19",21809
"423",2018-03-23,"7-ELEVEN #35161H",21869
"424",2018-03-23,"BAKED BY MELISSA",21977
"425",2018-03-23,"7-ELEVEN #35161H",22177
"426",2018-03-23,"EDEN FOOD MARKET",22295
"427",2018-03-23,"BONAO MEATS AND PRODUCE",22742
"428",2018-03-23,"ALHAJJAJI FOOD CORP",22980
"429",2018-03-23,"BARCELONA DELI AND GROC",23429
"430",2018-03-23,"FINE FARE SUPERMARKET",23432
"431",2018-03-23,"KEY FOOD 790",23802
"432",2018-03-23,"AFC SUSHI @ WEGMANS #80",23987
"433",2018-03-23,"KEY FOOD FRESH",24230
"434",2018-03-23,"24-SEVEN CONVENIENCE",24377
"435",2018-03-23,"ALHAJJAJI FOOD CORP",24477
"436",2018-03-23,"AJ COMMUNITY STORE",24688
"437",2018-03-23,"AJ COMMUNITY STORE",24752
"438",2018-03-23,"BROADWAY 231",25641
"439",2018-03-23,"CERIELLO FINE FOODS",25973
"440",2018-03-23,"PIROS COFFEE SHOP",26085
"441",2018-03-23,"1086 LUNA DELI GROCERY",26111
"442",2018-03-23,"EDEN FOOD MARKET",26341
"443",2018-03-23,"QUICKWAY 56",26504
"444",2018-03-23,"INTERSECTION DELI",26758
"445",2018-03-23,"QUICKWAY 56",27092
"446",2018-03-23,"ALHAJJAJI FOOD CORP",27373
"447",2018-03-23,"CVS 03096",27446
"448",2018-03-23,"FINE FARE SUPERMARKET",27952
"449",2018-03-23,"KEY FOOD FRESH",28092
"450",2018-03-26,"FRESH DIRECT 10/01/2017",162
"451",2018-03-26,"STEWARTS SHOP 230",252
"452",2018-03-26,"SPEEDWAY #07864",497
"453",2018-03-26,"7-ELEVEN FD STR 24817C",640
"454",2018-03-26,"ANNIES STOP AND SHOP",730
"455",2018-03-26,"BANGAL GROCERY",950
"456",2018-03-26,"GARDEN MINI DELI",1016
"457",2018-03-26,"QUICKLEES 004 (LEHIGH M",1226
"458",2018-03-26,"MAZAL GLATT SUPERMARKET",1381
"459",2018-03-26,"461 MUNCHIEZ DELI GROCE",1383
"460",2018-03-26,"DICKS COUNTRY STORE",1508
"461",2018-03-26,"MOTHER EARTHS STREHOUSE",1521
"462",2018-03-26,"MAZAL GLATT SUPERMARKET",1880
"463",2018-03-26,"ALEX BAY BIG M",1916
"464",2018-03-26,"7-ELEVEN FD STR 24817C",1934
"465",2018-03-26,"ECKFORD NASSAU FRUIT",2186
"466",2018-03-26,"MOTHER EARTHS STOREHOUS",2267
"467",2018-03-26,"461 MUNCHIEZ DELI GROCE",2854
"468",2018-03-26,"1436 DELI & GRILL",3691
"469",2018-03-26,"BENS DELI",4033
"470",2018-03-26,"KEY FOOD",4112
"471",2018-03-26,"MEI KANG",4468
"472",2018-03-26,"CVS PHARMACY #5389",4903
"473",2018-03-26,"RED APPLE FD MRT M0043",5598
"474",2018-03-26,"MALTA CORNERS MINI MART",5637
"475",2018-03-26,"RITE AID #00784",5712
"476",2018-03-26,"THE CHEESE TRAVELER",5837
"477",2018-03-26,"STEWARTS SHOP 186",6076
"478",2018-03-26,"JUNIOR'S SUPER MART",6320
"479",2018-03-26,"BIG AMERICAN GOURMET DE",6564
"480",2018-03-26,"FAWWAZ SHABAIN",6960
"481",2018-03-26,"E & R DELI GROCERY",7019
"482",2018-03-26,"STEVES DELI & GROCERY",7164
"483",2018-03-26,"TWIN MOUNT SERVICE",7318
"484",2018-03-26,"ROSSIS DELI GROCERY",7423
"485",2018-03-26,"LOS PEREZ DELI FOOD",7496
"486",2018-03-26,"TOPS MARKETS #726",7902
"487",2018-03-26,"K&D DELI",8322
"488",2018-03-26,"BROAD STREET BAGEL",8380
"489",2018-03-26,"STEWARTS SHOP 349",8410
"490",2018-03-26,"KWIK FILL M0052",9278
"491",2018-03-26,"FASTRAC MARKET 224",9357
"492",2018-03-26,"E. L. PUTNAM GROCERY",9699
"493",2018-03-26,"KEY FOOD 1206",9764
"494",2018-03-26,"DUMBO GOURMET 1",10043
"495",2018-03-26,"HR TRADING",10471
"496",2018-03-26,"KHATARI 1 DISCOUNT",10841
"497",2018-03-26,"PLUS DELI GROCERY",11173
"498",2018-03-26,"SUSY GROCERY",11458
"499",2018-03-26,"NATURAL JUICE NY",11686
"500",2018-03-26,"TARGET 1194",11783
"501",2018-03-26,"MR DELI & GRILL",11856
"502",2018-03-26,"1272-1278 ST NICHOLAS A",11981
"503",2018-03-26,"SPEEDWAY #07898",12193
"504",2018-03-26,"SPEEDWAY #07739",12659
"505",2018-03-26,"BYRNE DAIRY #12 BRCKPRT",12724
"506",2018-03-26,"RITE AID #00189",12768
"507",2018-03-26,"1272-1278 ST NICHOLAS A",13174
"508",2018-03-26,"EASTSIDE GOURMET DELI",13189
"509",2018-03-26,"FIFTH AVENUE DELI MART",13278
"510",2018-03-26,"1272-1278 ST NICHOLAS A",13611
"511",2018-03-26,"STOP ONE FOOD MART",13747
"512",2018-03-26,"NYC DELI MART",13776
"513",2018-03-26,"SUNOCO #40198H",13982
"514",2018-03-26,"FAMILY DOLLAR #3822",14542
"515",2018-03-26,"REILLYS DAIRY STORE",15051
"516",2018-03-26,"RITE AID 1148",15058
